genome,completeness,contamination
bin_CaboVerde.5,94.35,2.856
bin_CaboVerde.34,92.62,3.063
bin_CaboVerde.55,91.32,0.098
bin_CaboVerde.7,91.14,2.033
bin_CaboVerde.56,91.10,1.582
bin_CaboVerde.35,91.04,2.272
bin_CaboVerde.10,90.59,1.802
bin_CaboVerde.50,90.44,0.244
bin_CaboVerde.18,90.38,0.844
bin_CaboVerde.28,90.27,3.629
bin_CaboVerde.58,89.36,3.133
bin_CaboVerde.33,88.69,0.0
bin_CaboVerde.62,88.35,2.103
bin_CaboVerde.29,87.45,1.244
bin_CaboVerde.47,86.99,1.041
bin_CaboVerde.1,86.59,2.694
bin_CaboVerde.42,86.21,3.932
bin_CaboVerde.27,85.21,2.189
bin_CaboVerde.39,82.60,0.655
bin_CaboVerde.54,81.06,2.534
bin_CaboVerde.59,80.23,2.892
bin_CaboVerde.61,79.42,3.707
bin_CaboVerde.51,78.78,0.487
bin_CaboVerde.12,78.21,0.753
bin_CaboVerde.46,77.64,4.498
bin_CaboVerde.32,76.46,2.695
bin_CaboVerde.2,75.86,1.525
bin_CaboVerde.17,75.12,0.917
bin_CaboVerde.43,74.51,3.370
bin_CaboVerde.31,73.78,3.368
bin_CaboVerde.64,72.39,2.555
bin_CaboVerde.36,71.96,0.233
bin_CaboVerde.41,71.18,3.214
bin_CaboVerde.8,69.33,0.784
bin_CaboVerde.26,69.19,2.122
bin_CaboVerde.49,67.19,2.072
bin_CaboVerde.4,66.10,0.973
bin_CaboVerde.11,65.81,1.737
bin_CaboVerde.30,65.64,2.399
bin_CaboVerde.52,64.29,1.478
bin_CaboVerde.63,63.00,2.419
bin_CaboVerde.44,61.51,2.007
bin_CaboVerde.13,57.86,2.848
bin_CaboVerde.6,57.32,2.203
bin_CaboVerde.53,56.39,2.007
bin_CaboVerde.40,54.80,1.832
bin_CaboVerde.25,51.60,1.659
bin_CaboVerde.23,50.68,2.076
bin_Denmark.121,100.0,0.471
bin_Denmark.7,99.53,1.651
bin_Denmark.117,99.23,0.190
bin_Denmark.61,98.91,0.0
bin_Denmark.51,98.58,0.0
bin_Denmark.120,98.34,1.197
bin_Denmark.44,98.18,0.806
bin_Denmark.72,98.10,1.604
bin_Denmark.36,97.69,0.187
bin_Denmark.17,97.58,0.806
bin_Denmark.32,97.50,2.784
bin_Denmark.79,97.30,1.314
bin_Denmark.35,97.00,0.0
bin_Denmark.86,96.93,1.773
bin_Denmark.97,96.88,1.949
bin_Denmark.107,96.63,2.202
bin_Denmark.27,96.25,0.218
bin_Denmark.22,96.21,0.0
bin_Denmark.118,95.90,1.345
bin_Denmark.10,95.90,2.476
bin_Denmark.69,95.85,0.913
bin_Denmark.28,95.56,1.102
bin_Denmark.30,95.52,0.373
bin_Denmark.3,95.50,0.681
bin_Denmark.67,95.39,1.002
bin_Denmark.88,95.23,0.317
bin_Denmark.62,95.18,0.632
bin_Denmark.65,94.96,1.062
bin_Denmark.9,94.85,0.174
bin_Denmark.87,94.64,0.970
bin_Denmark.53,94.11,0.998
bin_Denmark.23,93.95,2.419
bin_Denmark.34,93.92,0.759
bin_Denmark.80,93.79,2.021
bin_Denmark.18,93.60,0.730
bin_Denmark.113,93.38,0.561
bin_Denmark.85,93.29,0.759
bin_Denmark.52,93.25,1.195
bin_Denmark.2,93.20,0.092
bin_Denmark.39,92.67,2.404
bin_Denmark.60,92.65,0.949
bin_Denmark.50,92.42,0.0
bin_Denmark.42,92.21,1.693
bin_Denmark.64,91.77,1.392
bin_Denmark.26,91.38,3.243
bin_Denmark.114,91.23,2.883
bin_Denmark.56,91.14,4.151
bin_Denmark.57,91.07,0.791
bin_Denmark.93,90.81,1.738
bin_Denmark.12,90.47,5.079
bin_Denmark.89,89.88,2.181
bin_Denmark.1,89.29,3.579
bin_Denmark.6,89.07,1.789
bin_Denmark.108,88.51,0.675
bin_Denmark.33,87.09,1.639
bin_Denmark.19,86.76,2.378
bin_Denmark.14,85.87,0.984
bin_Denmark.112,85.38,2.292
bin_Denmark.77,84.61,3.225
bin_Denmark.103,84.44,0.806
bin_Denmark.55,84.00,2.994
bin_Denmark.106,83.92,1.635
bin_Denmark.63,83.69,3.570
bin_Denmark.109,83.39,0.900
bin_Denmark.100,83.01,0.0
bin_Denmark.47,82.33,0.316
bin_Denmark.41,81.83,4.400
bin_Denmark.31,81.11,2.992
bin_Denmark.4,81.05,0.153
bin_Denmark.102,80.45,4.026
bin_Denmark.119,80.35,4.161
bin_Denmark.127,80.31,0.806
bin_Denmark.16,79.66,1.499
bin_Denmark.29,79.11,1.211
bin_Denmark.66,78.96,0.0
bin_Denmark.45,78.78,0.561
bin_Denmark.25,78.64,0.745
bin_Denmark.5,78.35,3.375
bin_Denmark.122,78.09,3.289
bin_Denmark.76,77.54,2.834
bin_Denmark.90,75.83,2.109
bin_Denmark.48,74.30,0.403
bin_Denmark.24,74.12,1.949
bin_Denmark.20,73.87,0.883
bin_Denmark.38,73.13,2.127
bin_Denmark.81,72.89,2.689
bin_Denmark.129,72.00,0.537
bin_Denmark.46,70.96,0.815
bin_Denmark.83,68.96,1.724
bin_Denmark.49,68.64,0.584
bin_Denmark.94,67.23,2.688
bin_Denmark.75,66.69,0.636
bin_Denmark.37,65.92,0.843
bin_Denmark.123,65.30,2.348
bin_Denmark.105,64.79,1.197
bin_Denmark.43,63.64,0.973
bin_Denmark.84,63.52,1.174
bin_Denmark.104,63.12,0.421
bin_Denmark.96,62.87,2.852
bin_Denmark.95,62.84,1.961
bin_Denmark.91,62.25,2.283
bin_Denmark.101,62.22,0.0
bin_Denmark.58,61.57,1.887
bin_Denmark.15,61.50,0.0
bin_Denmark.130,60.38,0.806
bin_Denmark.110,60.10,1.428
bin_Denmark.124,59.27,0.913
bin_Denmark.115,59.24,0.018
bin_Denmark.125,59.21,1.602
bin_Denmark.54,58.80,1.223
bin_Denmark.128,57.31,2.241
bin_Denmark.40,57.25,0.0
bin_Denmark.73,56.93,0.943
bin_Denmark.98,56.26,1.724
bin_Denmark.78,54.72,5.263
bin_Denmark.59,54.62,5.799
bin_Denmark.116,53.40,2.150
bin_Denmark.126,52.87,9.351
bin_Denmark.92,52.77,3.076
bin_Denmark.70,51.78,0.0
bin_Denmark.71,51.74,3.195
bin_Denmark.82,51.60,0.894
bin_Malaysia.6,100.0,1.123
bin_Malaysia.107,100.0,0.480
bin_Malaysia.47,99.19,2.217
bin_Malaysia.74,99.05,0.943
bin_Malaysia.72,98.91,0.543
bin_Malaysia.127,98.69,2.094
bin_Malaysia.4,98.56,0.174
bin_Malaysia.35,98.25,0.0
bin_Malaysia.81,98.20,2.115
bin_Malaysia.70,98.20,0.0
bin_Malaysia.103,98.20,0.199
bin_Malaysia.92,98.13,1.492
bin_Malaysia.69,98.09,0.317
bin_Malaysia.111,97.80,1.461
bin_Malaysia.3,97.46,0.843
bin_Malaysia.77,97.43,0.373
bin_Malaysia.25,97.40,0.0
bin_Malaysia.5,97.15,1.989
bin_Malaysia.52,97.15,0.949
bin_Malaysia.18,97.03,0.764
bin_Malaysia.26,96.93,0.680
bin_Malaysia.33,96.55,0.568
bin_Malaysia.60,96.54,1.036
bin_Malaysia.37,96.33,1.347
bin_Malaysia.102,96.30,0.0
bin_Malaysia.131,95.99,2.163
bin_Malaysia.12,95.95,1.078
bin_Malaysia.105,95.89,0.185
bin_Malaysia.75,95.80,0.580
bin_Malaysia.110,95.63,0.377
bin_Malaysia.8,95.36,0.632
bin_Malaysia.45,95.20,0.779
bin_Malaysia.46,94.87,1.592
bin_Malaysia.34,94.23,0.134
bin_Malaysia.36,94.12,1.342
bin_Malaysia.67,93.97,2.631
bin_Malaysia.39,93.78,0.0
bin_Malaysia.50,93.70,1.176
bin_Malaysia.121,93.61,0.588
bin_Malaysia.29,93.49,0.709
bin_Malaysia.65,93.06,3.174
bin_Malaysia.30,92.95,1.174
bin_Malaysia.32,91.98,1.169
bin_Malaysia.64,91.75,0.991
bin_Malaysia.15,91.23,0.226
bin_Malaysia.113,90.53,1.136
bin_Malaysia.54,90.20,0.0
bin_Malaysia.43,90.14,4.085
bin_Malaysia.118,90.14,4.313
bin_Malaysia.2,89.68,1.006
bin_Malaysia.10,89.58,1.236
bin_Malaysia.78,88.20,5.033
bin_Malaysia.51,88.18,0.675
bin_Malaysia.27,88.12,1.451
bin_Malaysia.93,87.99,1.465
bin_Malaysia.91,87.81,4.082
bin_Malaysia.76,86.87,1.176
bin_Malaysia.128,86.87,2.106
bin_Malaysia.16,86.13,1.342
bin_Malaysia.20,85.83,1.380
bin_Malaysia.96,85.60,2.045
bin_Malaysia.17,85.39,1.123
bin_Malaysia.116,84.70,2.371
bin_Malaysia.9,84.39,3.383
bin_Malaysia.56,84.36,3.118
bin_Malaysia.14,84.36,2.426
bin_Malaysia.112,84.32,1.315
bin_Malaysia.141,84.18,4.662
bin_Malaysia.73,84.10,0.0
bin_Malaysia.21,83.98,0.548
bin_Malaysia.1,83.80,3.141
bin_Malaysia.119,83.30,1.388
bin_Malaysia.83,83.11,3.095
bin_Malaysia.31,82.31,2.537
bin_Malaysia.108,82.22,2.653
bin_Malaysia.7,81.18,1.740
bin_Malaysia.125,80.53,0.212
bin_Malaysia.53,80.42,2.103
bin_Malaysia.80,79.98,4.591
bin_Malaysia.87,79.69,0.751
bin_Malaysia.59,79.34,1.392
bin_Malaysia.100,79.27,1.230
bin_Malaysia.38,78.52,2.991
bin_Malaysia.13,76.38,2.012
bin_Malaysia.109,75.61,2.288
bin_Malaysia.61,75.35,1.531
bin_Malaysia.117,74.34,0.0
bin_Malaysia.79,74.27,2.823
bin_Malaysia.132,73.74,1.383
bin_Malaysia.98,73.43,3.378
bin_Malaysia.84,73.40,4.348
bin_Malaysia.89,73.00,0.806
bin_Malaysia.22,72.27,2.359
bin_Malaysia.95,72.24,1.587
bin_Malaysia.101,71.60,1.570
bin_Malaysia.86,71.56,1.245
bin_Malaysia.28,70.47,0.210
bin_Malaysia.135,70.30,2.689
bin_Malaysia.115,70.17,1.754
bin_Malaysia.49,69.88,0.115
bin_Malaysia.90,69.19,2.631
bin_Malaysia.114,68.79,1.612
bin_Malaysia.66,68.30,3.489
bin_Malaysia.129,68.17,1.818
bin_Malaysia.97,67.84,1.724
bin_Malaysia.42,67.81,0.806
bin_Malaysia.41,67.70,1.754
bin_Malaysia.122,67.12,0.970
bin_Malaysia.124,67.05,0.868
bin_Malaysia.99,66.77,3.570
bin_Malaysia.140,65.66,3.713
bin_Malaysia.19,65.22,4.617
bin_Malaysia.71,64.46,0.0
bin_Malaysia.55,64.44,1.647
bin_Malaysia.130,64.00,3.169
bin_Malaysia.94,63.12,1.924
bin_Malaysia.44,62.71,2.742
bin_Malaysia.23,62.52,1.067
bin_Malaysia.62,60.76,0.534
bin_Malaysia.138,60.31,0.0
bin_Malaysia.123,59.92,1.342
bin_Malaysia.58,59.33,1.315
bin_Malaysia.88,57.73,3.341
bin_Malaysia.126,57.10,4.973
bin_Malaysia.139,56.96,1.754
bin_Malaysia.63,55.36,2.210
bin_Malaysia.85,53.72,6.700
bin_Malaysia.137,53.66,0.949
bin_Malaysia.133,53.62,2.223
bin_Malaysia.68,53.30,0.0
bin_Malaysia.136,53.25,2.404
bin_Malaysia.24,52.32,0.170
bin_Malaysia.134,52.24,1.639
bin_Malaysia.82,51.31,0.524
bin_Malaysia.104,50.51,0.0
bin_Spain.10,98.87,2.247
bin_Spain.47,98.86,1.269
bin_Spain.20,97.98,1.845
bin_Spain.21,97.37,0.758
bin_Spain.73,95.80,0.469
bin_Spain.71,94.98,1.197
bin_Spain.23,94.33,0.377
bin_Spain.43,94.16,0.625
bin_Spain.91,93.28,2.706
bin_Spain.29,92.92,1.629
bin_Spain.75,92.76,1.356
bin_Spain.74,92.13,2.857
bin_Spain.3,92.09,1.933
bin_Spain.48,92.01,0.619
bin_Spain.22,91.72,2.616
bin_Spain.42,91.50,1.972
bin_Spain.13,91.25,3.869
bin_Spain.26,91.17,2.815
bin_Spain.53,90.95,0.097
bin_Spain.82,89.71,2.531
bin_Spain.94,89.70,0.972
bin_Spain.93,89.67,1.173
bin_Spain.11,89.46,1.773
bin_Spain.38,89.40,1.251
bin_Spain.65,89.12,4.026
bin_Spain.4,89.12,1.274
bin_Spain.35,89.08,0.827
bin_Spain.14,88.70,1.643
bin_Spain.24,88.59,2.073
bin_Spain.32,88.20,3.502
bin_Spain.84,87.97,0.0
bin_Spain.19,87.82,2.804
bin_Spain.69,87.46,1.222
bin_Spain.12,86.30,1.561
bin_Spain.15,86.01,3.164
bin_Spain.37,85.99,1.217
bin_Spain.9,85.71,0.317
bin_Spain.58,85.22,1.489
bin_Spain.67,85.06,1.169
bin_Spain.5,85.06,3.153
bin_Spain.30,84.57,5.188
bin_Spain.34,84.42,3.175
bin_Spain.72,84.33,2.822
bin_Spain.60,82.84,1.476
bin_Spain.7,82.83,1.332
bin_Spain.45,82.65,1.331
bin_Spain.92,82.34,0.185
bin_Spain.62,81.44,1.793
bin_Spain.39,80.98,2.159
bin_Spain.70,79.81,1.604
bin_Spain.27,78.88,3.412
bin_Spain.33,78.63,2.176
bin_Spain.64,78.35,5.353
bin_Spain.2,78.27,1.803
bin_Spain.6,77.45,1.097
bin_Spain.50,77.15,1.815
bin_Spain.68,77.01,1.222
bin_Spain.77,76.49,2.175
bin_Spain.97,76.13,4.220
bin_Spain.79,75.89,1.067
bin_Spain.41,75.53,3.138
bin_Spain.87,75.08,2.066
bin_Spain.89,74.81,2.101
bin_Spain.49,74.71,1.0
bin_Spain.76,73.84,3.247
bin_Spain.63,72.91,1.166
bin_Spain.36,70.79,3.241
bin_Spain.83,70.35,1.576
bin_Spain.54,68.64,3.630
bin_Spain.55,67.64,3.955
bin_Spain.16,67.56,4.345
bin_Spain.57,66.37,2.569
bin_Spain.40,64.76,2.135
bin_Spain.52,64.66,2.574
bin_Spain.61,64.44,0.776
bin_Spain.66,63.79,1.020
bin_Spain.1,62.41,0.0
bin_Spain.80,62.15,1.544
bin_Spain.86,62.05,1.898
bin_Spain.59,61.55,1.344
bin_Spain.25,61.08,0.0
bin_Spain.28,58.05,0.0
bin_Spain.8,57.99,0.588
bin_Spain.31,57.94,0.080
bin_Spain.51,56.92,0.967
bin_Spain.56,54.84,1.161
bin_Spain.96,54.14,3.508
bin_Spain.78,53.07,0.518
bin_Spain.95,52.55,0.862
bin_Spain.85,52.09,2.419
bin_Spain.18,50.37,0.784
bin_Spain.98,50.24,1.276
bin_Spain.17,50.03,1.711
