genome,completeness,contamination
C04M3_subsampled_40Gb_bin.95,96.37,0.026
C04M3_subsampled_40Gb_bin.20,96.18,0.335
C04M3_subsampled_40Gb_bin.70,95.92,2.890
C04M3_subsampled_40Gb_bin.8,95.86,2.586
C04M3_subsampled_40Gb_bin.88,95.72,0.880
C04M3_subsampled_40Gb_bin.87,95.41,0.483
C04M3_subsampled_40Gb_bin.106,95.30,0.671
C04M3_subsampled_40Gb_bin.12,95.29,0.026
C04M3_subsampled_40Gb_bin.17,95.28,1.508
C04M3_subsampled_40Gb_bin.77,95.23,2.848
C04M3_subsampled_40Gb_bin.67,95.16,0.0
C04M3_subsampled_40Gb_bin.48,95.16,0.974
C04M3_subsampled_40Gb_bin.78,94.85,0.223
C04M3_subsampled_40Gb_bin.37,94.85,0.223
C04M3_subsampled_40Gb_bin.89,94.75,0.0
C04M3_subsampled_40Gb_bin.28,94.73,1.189
C04M3_subsampled_40Gb_bin.22,94.63,0.671
C04M3_subsampled_40Gb_bin.108,94.27,0.0
C04M3_subsampled_40Gb_bin.1,94.21,0.377
C04M3_subsampled_40Gb_bin.40,93.93,2.348
C04M3_subsampled_40Gb_bin.41,93.84,3.020
C04M3_subsampled_40Gb_bin.43,93.34,2.782
C04M3_subsampled_40Gb_bin.104,93.11,1.793
C04M3_subsampled_40Gb_bin.10,92.99,0.0
C04M3_subsampled_40Gb_bin.79,91.80,2.483
C04M3_subsampled_40Gb_bin.38,91.61,0.671
C04M3_subsampled_40Gb_bin.6,91.27,1.194
C04M3_subsampled_40Gb_bin.82,89.81,0.019
C04M3_subsampled_40Gb_bin.30,89.79,0.559
C04M3_subsampled_40Gb_bin.27,89.67,2.207
C04M3_subsampled_40Gb_bin.94,89.61,2.531
C04M3_subsampled_40Gb_bin.51,88.70,1.267
C04M3_subsampled_40Gb_bin.80,88.43,1.105
C04M3_subsampled_40Gb_bin.57,87.46,3.914
C04M3_subsampled_40Gb_bin.7,86.61,0.0
C04M3_subsampled_40Gb_bin.26,86.29,4.385
C04M3_subsampled_40Gb_bin.101,86.07,1.342
C04M3_subsampled_40Gb_bin.107,85.64,2.348
C04M3_subsampled_40Gb_bin.15,83.29,1.207
C04M3_subsampled_40Gb_bin.16,82.18,1.230
C04M3_subsampled_40Gb_bin.32,79.67,2.394
C04M3_subsampled_40Gb_bin.13,79.60,0.377
C04M3_subsampled_40Gb_bin.47,79.52,1.067
C04M3_subsampled_40Gb_bin.92,78.23,2.460
C04M3_subsampled_40Gb_bin.66,78.01,2.237
C04M3_subsampled_40Gb_bin.64,75.23,5.727
C04M3_subsampled_40Gb_bin.99,75.05,1.235
C04M3_subsampled_40Gb_bin.71,74.72,3.016
C04M3_subsampled_40Gb_bin.5,74.51,0.0
C04M3_subsampled_40Gb_bin.100,73.71,2.342
C04M3_subsampled_40Gb_bin.91,73.64,1.342
C04M3_subsampled_40Gb_bin.44,71.39,4.362
C04M3_subsampled_40Gb_bin.49,71.34,0.020
C04M3_subsampled_40Gb_bin.45,70.58,1.349
C04M3_subsampled_40Gb_bin.53,70.47,1.149
C04M3_subsampled_40Gb_bin.58,70.08,2.544
C13F5_subsampled_40Gb_bin.68,99.90,4.319
C13F5_subsampled_40Gb_bin.79,99.43,0.377
C13F5_subsampled_40Gb_bin.59,99.43,0.0
C13F5_subsampled_40Gb_bin.52,99.43,0.754
C13F5_subsampled_40Gb_bin.21,99.43,0.880
C13F5_subsampled_40Gb_bin.9,99.42,6.417
C13F5_subsampled_40Gb_bin.67,99.42,0.754
C13F5_subsampled_40Gb_bin.44,99.40,2.490
C13F5_subsampled_40Gb_bin.72,99.36,0.0
C13F5_subsampled_40Gb_bin.51,99.36,1.265
C13F5_subsampled_40Gb_bin.45,99.36,1.582
C13F5_subsampled_40Gb_bin.81,99.34,0.632
C13F5_subsampled_40Gb_bin.39,99.05,0.377
C13F5_subsampled_40Gb_bin.75,99.03,0.0
C13F5_subsampled_40Gb_bin.57,98.85,3.021
C13F5_subsampled_40Gb_bin.56,98.67,0.377
C13F5_subsampled_40Gb_bin.25,98.67,0.377
C13F5_subsampled_40Gb_bin.23,98.66,0.111
C13F5_subsampled_40Gb_bin.19,98.49,0.377
C13F5_subsampled_40Gb_bin.2,98.44,1.656
C13F5_subsampled_40Gb_bin.38,98.42,0.0
C13F5_subsampled_40Gb_bin.42,98.41,0.0
C13F5_subsampled_40Gb_bin.35,98.27,1.915
C13F5_subsampled_40Gb_bin.71,98.16,1.724
C13F5_subsampled_40Gb_bin.43,98.16,2.485
C13F5_subsampled_40Gb_bin.74,98.10,2.215
C13F5_subsampled_40Gb_bin.47,98.10,1.740
C13F5_subsampled_40Gb_bin.64,97.95,0.680
C13F5_subsampled_40Gb_bin.76,97.70,1.724
C13F5_subsampled_40Gb_bin.22,97.39,1.819
C13F5_subsampled_40Gb_bin.63,97.31,1.159
C13F5_subsampled_40Gb_bin.55,97.19,1.886
C13F5_subsampled_40Gb_bin.73,97.16,0.377
C13F5_subsampled_40Gb_bin.70,96.83,0.0
C13F5_subsampled_40Gb_bin.11,96.75,0.020
C13F5_subsampled_40Gb_bin.62,96.64,1.724
C13F5_subsampled_40Gb_bin.49,96.64,0.671
C13F5_subsampled_40Gb_bin.28,96.60,0.223
C13F5_subsampled_40Gb_bin.78,96.48,0.699
C13F5_subsampled_40Gb_bin.46,96.43,1.566
C13F5_subsampled_40Gb_bin.8,96.41,0.0
C13F5_subsampled_40Gb_bin.7,96.37,0.026
C13F5_subsampled_40Gb_bin.12,96.33,1.149
C13F5_subsampled_40Gb_bin.13,96.06,3.243
C13F5_subsampled_40Gb_bin.24,96.05,1.915
C13F5_subsampled_40Gb_bin.33,96.03,1.677
C13F5_subsampled_40Gb_bin.10,95.74,1.363
C13F5_subsampled_40Gb_bin.60,95.68,1.915
C13F5_subsampled_40Gb_bin.17,95.65,0.0
C13F5_subsampled_40Gb_bin.50,95.36,2.201
C13F5_subsampled_40Gb_bin.61,95.29,0.026
C13F5_subsampled_40Gb_bin.41,94.85,0.223
C13F5_subsampled_40Gb_bin.6,94.84,0.377
C13F5_subsampled_40Gb_bin.34,94.38,0.843
C13F5_subsampled_40Gb_bin.36,94.37,3.467
C13F5_subsampled_40Gb_bin.31,94.18,0.314
C13F5_subsampled_40Gb_bin.40,93.85,1.584
C13F5_subsampled_40Gb_bin.20,93.83,0.377
C13F5_subsampled_40Gb_bin.69,93.61,2.867
C13F5_subsampled_40Gb_bin.82,93.46,2.298
C13F5_subsampled_40Gb_bin.65,93.09,1.896
C13F5_subsampled_40Gb_bin.29,92.80,0.949
C13F5_subsampled_40Gb_bin.58,90.82,0.020
C13F5_subsampled_40Gb_bin.3,90.10,1.267
C13F5_subsampled_40Gb_bin.27,89.05,2.501
C13F5_subsampled_40Gb_bin.32,87.48,1.724
C13F5_subsampled_40Gb_bin.54,86.82,2.278
C13F5_subsampled_40Gb_bin.30,85.83,2.819
C13F5_subsampled_40Gb_bin.66,85.50,2.049
C13F5_subsampled_40Gb_bin.83,85.43,2.531
C13F5_subsampled_40Gb_bin.14,83.60,0.265
C13F5_subsampled_40Gb_bin.48,83.14,3.733
C13F5_subsampled_40Gb_bin.77,81.68,2.572
C13F5_subsampled_40Gb_bin.80,81.48,1.908
C13F5_subsampled_40Gb_bin.16,80.17,0.0
C13F5_subsampled_40Gb_bin.15,79.86,3.292
C13F5_subsampled_40Gb_bin.4,78.67,2.394
C13F5_subsampled_40Gb_bin.37,76.93,2.376
C13F5_subsampled_40Gb_bin.5,76.35,0.125
C13F5_subsampled_40Gb_bin.53,75.30,0.671
C13F5_subsampled_40Gb_bin.18,75.12,1.209
C13F5_subsampled_40Gb_bin.1,73.95,2.460
C13F5_subsampled_40Gb_bin.26,73.74,1.342
