genome,completeness,contamination
Sa_bin.165,96.70,1.464
Sa_bin.54,96.69,0.992
Sa_bin.114,96.64,1.901
Sa_bin.130,96.63,0.766
Sa_bin.211,96.59,0.061
Sa_bin.140,96.50,1.072
Sa_bin.142,96.34,0.537
Sa_bin.191,96.24,1.806
Sa_bin.73,96.20,4.113
Sa_bin.198,96.15,5.168
Sa_bin.64,96.11,2.329
Sa_bin.113,96.10,0.268
Sa_bin.28,96.08,2.745
Sa_bin.103,96.03,0.855
Sa_bin.84,96.00,2.684
Sa_bin.174,95.99,2.938
Sa_bin.115,95.96,0.0
Sa_bin.66,95.87,4.245
Sa_bin.117,95.83,0.671
Sa_bin.87,95.78,1.762
Sa_bin.98,95.71,1.415
Sa_bin.163,95.56,1.638
Sa_bin.91,95.43,3.392
Sa_bin.214,95.38,1.023
Sa_bin.24,95.32,0.156
Sa_bin.67,95.20,0.908
Sa_bin.168,95.02,1.346
Sa_bin.108,94.94,0.0
Sa_bin.94,94.86,0.806
Sa_bin.80,94.74,0.640
Sa_bin.17,94.74,2.237
Sa_bin.78,94.52,3.355
Sa_bin.128,94.50,0.0
Sa_bin.11,94.50,3.866
Sa_bin.58,94.48,5.368
Sa_bin.46,94.46,1.523
Sa_bin.42,94.40,1.098
Sa_bin.208,94.11,0.0
Sa_bin.145,94.05,2.877
Sa_bin.178,94.01,1.279
Sa_bin.82,93.98,2.608
Sa_bin.6,93.89,1.742
Sa_bin.37,93.89,2.109
Sa_bin.184,93.89,2.890
Sa_bin.138,93.86,2.589
Sa_bin.72,93.84,1.474
Sa_bin.43,93.74,0.0
Sa_bin.151,93.73,3.673
Sa_bin.146,93.73,0.894
Sa_bin.119,93.69,1.602
Sa_bin.171,93.67,0.806
Sa_bin.92,93.56,1.582
Sa_bin.56,93.55,3.902
Sa_bin.33,93.54,1.612
Sa_bin.150,93.54,0.026
Sa_bin.76,93.39,2.645
Sa_bin.123,93.16,2.279
Sa_bin.177,92.95,1.677
Sa_bin.125,92.92,1.827
Sa_bin.179,92.80,4.858
Sa_bin.40,92.68,7.468
Sa_bin.21,92.62,5.328
Sa_bin.32,92.56,2.806
Sa_bin.93,92.44,0.061
Sa_bin.60,92.39,3.125
Sa_bin.50,92.28,1.364
Sa_bin.47,92.24,0.483
Sa_bin.147,92.20,0.537
Sa_bin.161,92.17,2.649
Sa_bin.199,92.08,1.898
Sa_bin.118,92.08,0.915
Sa_bin.139,92.00,0.897
Sa_bin.136,92.00,1.265
Sa_bin.133,91.93,0.179
Sa_bin.129,91.84,9.953
Sa_bin.217,91.83,6.149
Sa_bin.126,91.73,2.106
Sa_bin.74,91.70,1.212
Sa_bin.88,91.68,0.631
Sa_bin.181,91.56,3.020
Sa_bin.79,91.55,1.300
Sa_bin.68,91.44,2.852
Sa_bin.156,91.41,0.537
Sa_bin.90,91.35,1.187
Sa_bin.107,91.34,1.469
Sa_bin.29,91.31,1.821
Sa_bin.111,91.27,2.237
Sa_bin.31,90.95,2.924
Sa_bin.132,90.70,2.363
Sa_bin.69,90.51,1.541
Sa_bin.51,90.41,0.641
Sa_bin.188,90.38,1.075
Sa_bin.120,90.32,0.0
Sa_bin.27,90.05,4.606
Sa_bin.200,90.04,2.684
Sa_bin.213,89.89,0.878
Sa_bin.19,89.66,4.851
Sa_bin.109,89.64,1.587
Sa_bin.141,89.48,0.793
Sa_bin.192,89.40,1.682
Sa_bin.190,89.30,3.225
Sa_bin.127,89.22,0.561
Sa_bin.48,88.88,1.881
Sa_bin.196,88.75,0.646
Sa_bin.81,88.70,3.926
Sa_bin.35,88.38,0.514
Sa_bin.71,88.32,3.579
Sa_bin.89,87.88,8.729
Sa_bin.63,87.62,3.606
Sa_bin.175,87.39,1.390
Sa_bin.4,87.02,3.365
Sa_bin.77,87.01,1.095
Sa_bin.176,86.11,5.995
Sa_bin.38,85.88,1.153
Sa_bin.219,85.83,2.848
Sa_bin.172,85.83,2.521
Sa_bin.152,85.46,2.361
Sa_bin.157,85.36,1.898
Sa_bin.1,85.30,6.487
Sa_bin.23,84.91,1.518
Sa_bin.116,84.81,2.198
Sa_bin.44,84.76,3.225
Sa_bin.104,84.58,2.179
Sa_bin.52,83.54,2.237
Sa_bin.112,83.37,1.994
Sa_bin.124,83.33,0.0
Sa_bin.209,82.83,4.938
Sa_bin.34,82.02,2.684
Sa_bin.96,81.61,2.961
Sa_bin.75,81.36,4.113
Sa_bin.2,81.31,0.961
Sa_bin.62,81.15,3.267
Sa_bin.185,80.11,1.725
Sa_bin.22,80.05,0.632
Sa_bin.180,79.88,1.424
Sa_bin.57,79.68,2.460
Sa_bin.18,79.20,1.342
Sa_bin.110,78.08,5.172
Sa_bin.10,77.97,2.807
Sa_bin.206,77.47,0.791
Sa_bin.158,77.28,1.677
Sa_bin.83,77.09,0.527
Sa_bin.216,77.05,2.070
Sa_bin.135,76.69,1.810
Sa_bin.201,75.96,1.937
Sa_bin.14,75.73,0.403
Sa_bin.101,75.58,4.051
Sa_bin.197,75.16,4.758
Sa_bin.202,75.06,6.772
Sa_bin.212,74.57,3.185
Sa_bin.187,73.66,3.797
Sa_bin.105,73.48,6.314
Sa_bin.173,73.07,4.310
Sa_bin.26,72.65,4.167
Sa_bin.167,72.14,1.724
Sa_bin.99,71.58,4.586
Sa_bin.61,71.22,4.697
Sa_bin.221,71.14,5.278
Sa_bin.148,70.83,1.300
Sa_bin.25,70.70,3.355
Sb_bin.105,99.93,0.099
Sb_bin.153,99.76,0.117
Sb_bin.96,99.61,1.186
Sb_bin.76,99.52,1.650
Sb_bin.158,99.36,2.927
Sb_bin.36,99.11,1.183
Sb_bin.114,98.96,2.641
Sb_bin.61,98.81,3.900
Sb_bin.149,98.73,2.234
Sb_bin.35,98.65,1.342
Sb_bin.100,98.65,2.013
Sb_bin.43,98.61,2.013
Sb_bin.14,98.48,0.806
Sb_bin.25,98.45,0.0
Sb_bin.32,98.41,1.860
Sb_bin.92,98.31,2.403
Sb_bin.30,98.25,1.442
Sb_bin.48,98.24,7.017
Sb_bin.22,98.24,2.355
Sb_bin.101,98.15,0.769
Sb_bin.34,98.02,2.366
Sb_bin.39,97.98,1.510
Sb_bin.20,97.98,4.026
Sb_bin.143,97.94,1.265
Sb_bin.15,97.84,1.612
Sb_bin.110,97.82,0.316
Sb_bin.131,97.71,0.692
Sb_bin.21,97.64,0.384
Sb_bin.125,97.63,1.249
Sb_bin.88,97.52,1.089
Sb_bin.123,97.48,0.396
Sb_bin.163,97.31,1.006
Sb_bin.134,97.20,1.924
Sb_bin.164,97.18,0.854
Sb_bin.99,97.11,1.682
Sb_bin.64,97.11,3.926
Sb_bin.95,97.09,0.732
Sb_bin.157,97.07,1.344
Sb_bin.109,97.02,2.180
Sb_bin.13,96.93,2.013
Sb_bin.66,96.90,0.183
Sb_bin.113,96.75,6.263
Sb_bin.115,96.62,1.898
Sb_bin.8,96.59,1.020
Sb_bin.40,96.57,0.0
Sb_bin.126,96.55,3.009
Sb_bin.112,96.55,1.077
Sb_bin.150,96.53,0.632
Sb_bin.155,96.51,3.164
Sb_bin.33,96.50,0.699
Sb_bin.151,96.46,1.160
Sb_bin.90,96.39,1.265
Sb_bin.2,96.37,2.617
Sb_bin.85,96.36,2.531
Sb_bin.5,96.32,2.150
Sb_bin.81,96.30,1.075
Sb_bin.140,96.26,1.245
Sb_bin.72,96.21,1.072
Sb_bin.57,96.18,0.738
Sb_bin.121,96.18,0.877
Sb_bin.159,95.96,1.149
Sb_bin.130,95.96,0.0
Sb_bin.154,95.84,0.0
Sb_bin.161,95.67,1.955
Sb_bin.27,95.61,0.843
Sb_bin.137,95.53,5.206
Sb_bin.106,95.51,3.534
Sb_bin.23,95.47,0.714
Sb_bin.10,95.05,1.677
Sb_bin.160,94.98,1.951
Sb_bin.135,94.94,1.774
Sb_bin.141,94.91,2.050
Sb_bin.38,94.74,3.050
Sb_bin.54,94.63,1.510
Sb_bin.118,94.56,1.730
Sb_bin.68,94.50,2.747
Sb_bin.132,94.48,3.640
Sb_bin.127,94.40,1.485
Sb_bin.120,94.31,0.448
Sb_bin.84,94.29,1.342
Sb_bin.162,94.29,1.442
Sb_bin.107,93.98,2.329
Sb_bin.119,93.89,0.929
Sb_bin.1,93.81,1.731
Sb_bin.52,93.60,2.931
Sb_bin.74,93.40,2.135
Sb_bin.165,93.35,0.618
Sb_bin.75,93.26,1.344
Sb_bin.6,93.20,8.293
Sb_bin.56,93.12,4.560
Sb_bin.37,93.07,0.894
Sb_bin.49,93.02,2.804
Sb_bin.71,92.87,0.268
Sb_bin.18,92.74,0.806
Sb_bin.103,92.70,0.701
Sb_bin.60,92.50,3.741
Sb_bin.45,92.5,1.896
Sb_bin.142,91.63,2.189
Sb_bin.47,91.45,5.689
Sb_bin.31,91.40,0.710
Sb_bin.129,91.37,6.392
Sb_bin.79,91.36,1.898
Sb_bin.86,91.30,4.284
Sb_bin.91,91.14,0.0
Sb_bin.17,90.94,2.013
Sb_bin.89,90.78,6.836
Sb_bin.67,90.65,3.385
Sb_bin.11,90.60,0.713
Sb_bin.97,90.57,1.668
Sb_bin.104,90.48,0.115
Sb_bin.77,90.44,1.140
Sb_bin.7,90.36,1.842
Sb_bin.50,90.35,2.817
Sb_bin.122,90.32,0.0
Sb_bin.102,90.30,5.838
Sb_bin.78,90.29,0.894
Sb_bin.98,90.20,4.476
Sb_bin.73,90.18,3.097
Sb_bin.41,90.08,4.487
Sb_bin.65,90.04,0.576
Sb_bin.69,89.95,2.501
Sb_bin.152,89.92,0.537
Sb_bin.116,89.92,1.831
Sb_bin.4,89.87,3.020
Sb_bin.166,89.79,6.506
Sb_bin.9,89.39,3.381
Sb_bin.12,89.37,0.732
Sb_bin.117,89.33,0.146
Sb_bin.46,88.96,5.125
Sb_bin.80,88.90,0.0
Sb_bin.136,88.84,6.380
Sb_bin.58,88.66,1.684
Sb_bin.93,88.63,2.167
Sb_bin.148,88.46,0.0
Sb_bin.19,87.5,1.638
Sb_bin.26,87.47,2.761
Sb_bin.147,87.34,1.182
Sb_bin.24,85.02,5.985
Sb_bin.3,84.53,4.177
Sb_bin.82,84.21,6.543
Sb_bin.94,83.71,1.551
Sb_bin.83,83.58,1.709
Sb_bin.111,83.33,2.060
Sb_bin.63,82.66,0.864
Sb_bin.51,81.22,0.599
Sb_bin.28,81.04,2.660
Sb_bin.87,80.65,8.208
Sb_bin.44,80.15,3.670
Sb_bin.138,79.98,0.753
Sb_bin.53,79.84,0.838
Sb_bin.169,79.12,9.530
Sb_bin.55,78.74,0.894
Sb_bin.59,77.38,3.059
Sb_bin.108,77.28,0.403
Sb_bin.124,76.84,1.627
Sb_bin.16,76.42,0.961
Sb_bin.62,76.37,2.013
Sb_bin.133,76.19,2.340
Sb_bin.146,75.85,1.037
Sb_bin.145,74.43,3.358
Sb_bin.168,74.06,6.417
Sb_bin.70,72.26,3.691
Sb_bin.29,71.90,2.619
Sb_bin.170,71.80,9.675
Sb_bin.42,71.62,0.713
Sb_bin.139,71.33,3.405
Sb_bin.144,70.97,9.032
Sb_bin.156,70.90,1.352
SgH_bin.17,100.0,0.0
SgH_bin.102,100.0,5.799
SgH_bin.100,100.0,0.410
SgH_bin.97,99.75,1.442
SgH_bin.64,99.42,0.191
SgH_bin.39,99.32,1.943
SgH_bin.94,99.05,0.943
SgH_bin.50,99.05,1.320
SgH_bin.103,99.05,2.663
SgH_bin.46,99.03,4.034
SgH_bin.22,99.03,0.480
SgH_bin.16,99.03,0.614
SgH_bin.96,98.85,1.724
SgH_bin.93,98.83,2.759
SgH_bin.85,98.73,2.650
SgH_bin.76,98.65,0.793
SgH_bin.32,98.52,5.195
SgH_bin.40,98.27,3.396
SgH_bin.98,98.16,4.475
SgH_bin.91,98.10,2.426
SgH_bin.81,98.10,1.744
SgH_bin.65,98.02,5.063
SgH_bin.66,97.99,2.495
SgH_bin.74,97.98,0.335
SgH_bin.69,97.89,1.002
SgH_bin.70,97.75,0.537
SgH_bin.38,97.70,1.423
SgH_bin.37,97.70,0.574
SgH_bin.47,97.64,4.195
SgH_bin.73,97.46,3.375
SgH_bin.44,97.46,2.304
SgH_bin.1,97.39,1.149
SgH_bin.49,97.29,2.724
SgH_bin.58,97.22,3.044
SgH_bin.48,96.83,3.996
SgH_bin.34,96.67,2.465
SgH_bin.63,96.53,0.307
SgH_bin.28,96.24,3.613
SgH_bin.87,96.21,1.553
SgH_bin.4,95.86,1.551
SgH_bin.51,95.73,1.344
SgH_bin.77,95.59,1.817
SgH_bin.59,95.57,2.810
SgH_bin.10,95.49,3.001
SgH_bin.3,95.16,1.664
SgH_bin.45,95.15,4.377
SgH_bin.5,94.72,1.778
SgH_bin.78,94.62,5.528
SgH_bin.9,94.61,2.737
SgH_bin.8,94.58,0.791
SgH_bin.56,93.93,0.613
SgH_bin.6,93.43,3.735
SgH_bin.60,93.26,2.688
SgH_bin.104,93.13,1.590
SgH_bin.35,92.99,1.612
SgH_bin.61,92.73,0.949
SgH_bin.89,92.72,5.432
SgH_bin.92,92.59,3.205
SgH_bin.25,92.41,0.0
SgH_bin.43,92.36,1.532
SgH_bin.15,92.20,2.806
SgH_bin.80,91.20,4.839
SgH_bin.101,90.87,5.896
SgH_bin.7,90.86,3.355
SgH_bin.86,90.85,2.371
SgH_bin.18,90.82,3.164
SgH_bin.11,90.81,3.247
SgH_bin.68,90.24,1.720
SgH_bin.12,90.19,3.365
SgH_bin.55,90.05,4.219
SgH_bin.88,89.44,4.439
SgH_bin.20,88.91,5.379
SgH_bin.67,88.80,1.317
SgH_bin.75,88.76,2.247
SgH_bin.29,88.31,1.057
SgH_bin.36,88.12,3.692
SgH_bin.19,87.66,3.803
SgH_bin.27,86.60,0.732
SgH_bin.79,86.39,1.531
SgH_bin.42,86.37,0.949
SgH_bin.24,85.19,2.071
SgH_bin.83,84.28,1.573
SgH_bin.23,83.16,4.246
SgH_bin.53,83.10,3.448
SgH_bin.72,81.37,4.141
SgH_bin.26,80.71,2.163
SgH_bin.13,80.52,1.664
SgH_bin.33,78.85,2.179
SgH_bin.57,78.49,5.689
SgH_bin.84,78.23,2.964
SgH_bin.54,78.05,2.613
SgH_bin.71,77.75,6.586
SgH_bin.2,77.60,1.282
SgH_bin.82,76.85,1.265
SgH_bin.99,76.63,5.495
SgH_bin.105,74.63,2.795
SgH_bin.21,73.91,0.0
SgH_bin.95,73.20,6.350
SgH_bin.30,72.74,2.564
SgH_bin.62,71.76,1.720
SgH_bin.52,71.41,2.771
SgH_bin.41,70.76,2.348
SgH_bin.90,70.70,2.419
SgH_bin.106,70.45,3.612
SgH_bin.14,70.11,4.225
SgH_bin.31,70.03,6.884
Sg_bin.79,100.0,7.547
Sg_bin.102,99.90,3.301
Sg_bin.113,99.82,0.058
Sg_bin.17,99.66,0.235
Sg_bin.91,99.40,0.098
Sg_bin.92,99.32,1.677
Sg_bin.128,99.32,1.565
Sg_bin.65,99.10,4.113
Sg_bin.96,99.05,0.943
Sg_bin.28,98.87,0.563
Sg_bin.16,98.73,0.632
Sg_bin.175,98.65,0.0
Sg_bin.76,98.27,2.206
Sg_bin.40,98.27,7.863
Sg_bin.173,97.97,1.598
Sg_bin.109,97.95,1.957
Sg_bin.194,97.93,1.115
Sg_bin.142,97.87,4.515
Sg_bin.42,97.86,0.658
Sg_bin.80,97.78,2.332
Sg_bin.7,97.76,1.720
Sg_bin.190,97.74,0.139
Sg_bin.161,97.69,0.320
Sg_bin.122,97.65,1.075
Sg_bin.15,97.55,0.0
Sg_bin.39,97.50,1.836
Sg_bin.35,97.46,3.955
Sg_bin.106,97.46,0.0
Sg_bin.203,97.44,0.842
Sg_bin.97,97.33,1.053
Sg_bin.29,97.31,0.223
Sg_bin.184,97.30,2.224
Sg_bin.163,97.28,1.246
Sg_bin.21,97.16,0.943
Sg_bin.112,97.16,0.492
Sg_bin.90,97.15,5.410
Sg_bin.37,96.93,1.201
Sg_bin.31,96.81,1.350
Sg_bin.25,96.75,0.0
Sg_bin.85,96.64,0.894
Sg_bin.171,96.63,0.961
Sg_bin.45,96.60,2.747
Sg_bin.170,96.55,1.538
Sg_bin.93,96.54,1.742
Sg_bin.50,96.50,0.048
Sg_bin.36,96.40,1.307
Sg_bin.148,96.40,1.265
Sg_bin.178,96.37,0.0
Sg_bin.5,96.20,1.476
Sg_bin.137,96.14,1.886
Sg_bin.183,96.11,6.022
Sg_bin.195,96.10,2.275
Sg_bin.60,96.09,1.957
Sg_bin.185,96.04,2.435
Sg_bin.136,95.97,0.0
Sg_bin.176,95.88,1.481
Sg_bin.140,95.80,1.518
Sg_bin.149,95.57,2.553
Sg_bin.48,95.51,2.215
Sg_bin.8,95.50,1.532
Sg_bin.191,95.43,0.035
Sg_bin.193,95.28,1.939
Sg_bin.157,95.28,1.441
Sg_bin.100,95.28,0.574
Sg_bin.55,95.26,2.658
Sg_bin.124,95.17,0.703
Sg_bin.95,95.13,0.560
Sg_bin.126,95.09,0.537
Sg_bin.169,95.07,0.0
Sg_bin.201,95.04,1.839
Sg_bin.41,94.98,2.292
Sg_bin.20,94.93,0.632
Sg_bin.143,94.90,2.033
Sg_bin.84,94.76,4.759
Sg_bin.200,94.66,2.603
Sg_bin.32,94.62,1.265
Sg_bin.61,94.37,0.223
Sg_bin.139,94.28,1.265
Sg_bin.4,94.25,2.624
Sg_bin.24,94.15,1.124
Sg_bin.119,93.96,1.534
Sg_bin.51,93.89,3.322
Sg_bin.13,93.87,0.749
Sg_bin.104,93.82,3.355
Sg_bin.26,93.75,3.473
Sg_bin.57,93.67,0.441
Sg_bin.150,93.66,3.656
Sg_bin.107,93.45,0.632
Sg_bin.75,93.40,3.976
Sg_bin.78,93.28,1.005
Sg_bin.144,93.25,1.123
Sg_bin.130,93.14,0.026
Sg_bin.82,93.01,7.083
Sg_bin.49,92.96,6.730
Sg_bin.172,92.91,1.939
Sg_bin.27,92.57,1.978
Sg_bin.94,92.41,3.763
Sg_bin.89,92.41,1.321
Sg_bin.186,92.38,5.535
Sg_bin.19,92.19,6.447
Sg_bin.23,92.17,4.074
Sg_bin.199,92.15,5.663
Sg_bin.105,92.04,4.272
Sg_bin.34,91.84,1.062
Sg_bin.164,91.81,3.355
Sg_bin.14,91.71,4.008
Sg_bin.160,91.49,0.335
Sg_bin.1,91.41,1.833
Sg_bin.18,91.39,4.446
Sg_bin.83,91.31,5.222
Sg_bin.38,91.26,6.487
Sg_bin.33,91.16,5.849
Sg_bin.165,91.16,3.760
Sg_bin.103,91.11,2.531
Sg_bin.181,91.00,1.881
Sg_bin.9,90.95,4.001
Sg_bin.180,90.95,3.007
Sg_bin.74,90.89,3.375
Sg_bin.153,90.82,0.793
Sg_bin.115,90.82,0.671
Sg_bin.204,90.79,5.653
Sg_bin.135,90.72,0.481
Sg_bin.116,90.47,2.494
Sg_bin.110,90.41,6.436
Sg_bin.177,90.23,1.851
Sg_bin.205,90.14,8.768
Sg_bin.145,89.73,2.908
Sg_bin.147,89.68,2.578
Sg_bin.111,89.61,2.147
Sg_bin.77,89.46,5.115
Sg_bin.99,89.36,3.380
Sg_bin.66,89.04,3.319
Sg_bin.10,88.96,1.762
Sg_bin.12,88.26,2.517
Sg_bin.108,88.01,1.923
Sg_bin.44,87.92,2.956
Sg_bin.117,87.67,4.026
Sg_bin.141,86.97,4.614
Sg_bin.174,86.84,0.0
Sg_bin.86,86.60,2.644
Sg_bin.22,86.26,0.078
Sg_bin.202,85.99,1.574
Sg_bin.179,85.28,5.027
Sg_bin.46,84.96,6.125
Sg_bin.154,84.94,1.006
Sg_bin.197,84.68,1.265
Sg_bin.114,84.65,1.886
Sg_bin.132,84.44,1.286
Sg_bin.129,84.28,3.348
Sg_bin.67,84.14,0.632
Sg_bin.63,83.75,1.123
Sg_bin.158,83.74,1.371
Sg_bin.68,83.72,1.065
Sg_bin.69,83.60,5.033
Sg_bin.159,83.35,2.800
Sg_bin.152,83.22,0.862
Sg_bin.192,83.11,2.688
Sg_bin.30,83.05,7.473
Sg_bin.73,82.82,2.884
Sg_bin.101,82.40,1.865
Sg_bin.47,81.97,1.322
Sg_bin.123,81.94,1.582
Sg_bin.118,81.66,2.884
Sg_bin.208,81.53,3.709
Sg_bin.198,81.48,5.134
Sg_bin.125,81.37,4.231
Sg_bin.70,81.09,2.236
Sg_bin.166,80.93,0.836
Sg_bin.138,80.91,0.952
Sg_bin.131,80.73,0.384
Sg_bin.167,80.62,5.369
Sg_bin.58,79.60,1.040
Sg_bin.133,79.58,4.868
Sg_bin.146,79.52,5.676
Sg_bin.71,79.47,1.075
Sg_bin.155,78.98,2.125
Sg_bin.156,78.84,8.354
Sg_bin.151,78.16,7.038
Sg_bin.127,78.16,0.824
Sg_bin.189,77.89,1.342
Sg_bin.53,77.57,1.724
Sg_bin.54,77.54,0.632
Sg_bin.98,77.49,4.311
Sg_bin.196,76.76,2.848
Sg_bin.81,76.69,7.013
Sg_bin.88,76.56,2.387
Sg_bin.188,76.51,3.059
Sg_bin.182,75.90,2.941
Sg_bin.59,75.68,3.232
Sg_bin.72,75.48,1.474
Sg_bin.121,75.05,2.644
Sg_bin.43,75.03,2.900
Sg_bin.87,75.0,4.449
Sg_bin.162,74.67,1.037
Sg_bin.207,74.54,5.201
Sg_bin.120,74.07,6.778
Sg_bin.11,73.62,2.162
Sg_bin.134,73.50,2.911
Sg_bin.6,73.49,4.307
Sg_bin.187,73.04,1.123
Sg_bin.64,72.63,4.086
Sg_bin.52,72.52,2.666
Sg_bin.3,71.54,4.789
Sg_bin.206,71.44,9.825
Sg_bin.2,71.38,1.363
Sg_bin.62,70.30,1.523
Sg_bin.168,70.17,1.724
Sg_bin.56,70.12,3.982
Ss_bin.140,99.46,1.182
Ss_bin.25,99.32,4.362
Ss_bin.70,99.28,1.006
Ss_bin.150,99.24,2.477
Ss_bin.168,99.11,0.0
Ss_bin.152,98.92,2.437
Ss_bin.104,98.78,0.739
Ss_bin.157,98.73,0.329
Ss_bin.59,98.65,0.943
Ss_bin.118,98.63,0.480
Ss_bin.81,98.55,1.858
Ss_bin.13,98.49,2.956
Ss_bin.159,98.24,8.452
Ss_bin.36,98.23,1.230
Ss_bin.110,98.22,1.300
Ss_bin.107,98.10,5.221
Ss_bin.17,98.08,0.0
Ss_bin.91,98.06,2.576
Ss_bin.129,98.06,2.371
Ss_bin.120,98.01,3.846
Ss_bin.98,97.98,0.671
Ss_bin.12,97.84,3.773
Ss_bin.80,97.76,0.0
Ss_bin.18,97.60,1.196
Ss_bin.27,97.59,6.276
Ss_bin.68,97.32,1.422
Ss_bin.63,96.97,1.380
Ss_bin.34,96.95,1.442
Ss_bin.116,96.63,2.298
Ss_bin.60,96.48,2.394
Ss_bin.137,96.46,2.051
Ss_bin.2,96.45,2.410
Ss_bin.102,96.12,2.272
Ss_bin.154,96.04,0.0
Ss_bin.174,96.01,1.525
Ss_bin.66,95.95,3.225
Ss_bin.151,95.86,0.537
Ss_bin.76,95.80,3.552
Ss_bin.73,95.80,3.419
Ss_bin.5,95.80,1.834
Ss_bin.44,95.73,2.371
Ss_bin.158,95.73,4.366
Ss_bin.96,95.68,0.574
Ss_bin.21,95.56,0.832
Ss_bin.170,95.50,0.0
Ss_bin.95,95.48,0.699
Ss_bin.10,95.48,1.548
Ss_bin.162,95.30,0.0
Ss_bin.97,95.27,3.607
Ss_bin.65,95.26,8.290
Ss_bin.122,95.23,1.498
Ss_bin.136,95.01,9.888
Ss_bin.8,95.0,3.913
Ss_bin.46,94.96,2.486
Ss_bin.58,94.88,8.167
Ss_bin.123,94.85,1.140
Ss_bin.19,94.84,0.576
Ss_bin.69,94.63,1.677
Ss_bin.9,94.60,1.461
Ss_bin.83,94.58,2.150
Ss_bin.115,94.42,1.096
Ss_bin.125,94.39,2.186
Ss_bin.139,94.29,3.811
Ss_bin.173,94.16,1.691
Ss_bin.153,94.08,0.161
Ss_bin.50,93.84,7.489
Ss_bin.165,93.82,2.153
Ss_bin.53,93.66,8.413
Ss_bin.141,93.56,5.244
Ss_bin.29,93.37,1.318
Ss_bin.88,93.32,1.902
Ss_bin.86,93.31,0.881
Ss_bin.54,93.28,1.476
Ss_bin.32,93.21,0.384
Ss_bin.156,93.14,5.334
Ss_bin.71,93.11,5.107
Ss_bin.167,93.02,2.742
Ss_bin.4,92.82,2.603
Ss_bin.131,92.76,2.852
Ss_bin.64,92.75,0.734
Ss_bin.100,92.72,5.090
Ss_bin.56,92.58,3.041
Ss_bin.134,92.56,3.020
Ss_bin.72,92.54,2.380
Ss_bin.26,92.34,5.323
Ss_bin.117,92.24,3.387
Ss_bin.24,92.19,4.980
Ss_bin.87,92.18,2.572
Ss_bin.101,91.86,0.555
Ss_bin.49,91.85,3.579
Ss_bin.45,91.83,0.701
Ss_bin.149,91.77,2.025
Ss_bin.75,91.69,5.984
Ss_bin.52,91.68,2.259
Ss_bin.78,91.59,4.142
Ss_bin.133,91.55,0.170
Ss_bin.74,91.50,2.115
Ss_bin.169,91.48,1.827
Ss_bin.113,91.17,1.053
Ss_bin.143,91.15,3.111
Ss_bin.127,91.11,0.963
Ss_bin.99,91.09,4.418
Ss_bin.43,90.59,1.508
Ss_bin.84,90.53,0.841
Ss_bin.31,90.28,2.403
Ss_bin.85,90.11,3.411
Ss_bin.105,90.01,6.335
Ss_bin.175,89.91,2.432
Ss_bin.160,89.87,6.217
Ss_bin.28,89.86,4.354
Ss_bin.92,89.83,0.877
Ss_bin.23,89.68,2.768
Ss_bin.1,89.67,4.784
Ss_bin.124,89.65,0.268
Ss_bin.90,89.58,4.942
Ss_bin.132,89.57,5.0
Ss_bin.111,89.22,5.753
Ss_bin.82,89.21,3.225
Ss_bin.142,89.20,9.060
Ss_bin.163,89.10,1.745
