genome,completeness,contamination
bin_m15.vmb109,90.94,1.42
bin_m15.vmb121,74.92,0.79
bin_m15.vmb122,95.43,1.65
bin_m15.vmb155,85.99,1.69
bin_m15.vmb17,94.3,2.06
bin_m15.vmb172,91.57,1.15
bin_m15.vmb35,59.04,1.22
bin_m16.mtb108_sub,93.11,6.89
bin_m16.mtb139,93.25,2.01
bin_m16.mtb163_sub,99.84,5.41
bin_m16.mtb186,99.46,0.54
bin_m16.mtb190_sub,81.57,8.6
bin_m16.mtb222,88.31,0.03
bin_m16.mtb225,93.95,0.03
bin_m16.mtb235_sub,86.27,5.1
bin_m16.mtb29,87.86,0
bin_m16.mtb39,100,0.12
bin_m16.mtb79,95.58,4.83
bin_m16.mxb12,90.37,6.07
bin_m16.mxb25,95.16,0
bin_m16.mxb27_sub,92.06,3.69
bin_m16.mxb47_sub,95.22,2.49
bin_m16.mxb5,94.43,4
bin_m16.mxb60_sub,89.29,17.8
bin_m16.vmb118,88.81,1.14
bin_m16.vmb148,97.55,0.5
bin_m16.vmb70_sub,81.45,0.46
bin_m16.vmb88,95.56,0.05
bin_m16.vmb9,99.06,0.88
bin_m17.cct113,100,0.94
bin_m17.cct133,92.9,1.23
bin_m17.cct135_sub,87.91,1.1
bin_m17.cct95,92.74,0.57
bin_m17.cct99,91.38,3.02
bin_m17.mtb117,95.82,4.21
bin_m17.mtb142,97.58,2.51
bin_m17.mtb168,99.73,0.54
bin_m17.mtb179_sub,69.23,2.8
bin_m17.mtb206,92.74,0.43
bin_m17.mtb43,96.84,12.55
bin_m17.mtb85,82.99,0
bin_m17.mxb54,97.97,2.03
bin_m17.mxb8_sub,89.49,10.12
bin_m17.vmb109,98.87,0.75
bin_m17.vmb122,90.45,2.81
bin_m17.vmb141,97.8,3.21
bin_m17.vmb17,83,4.26
bin_m17.vmb18,92.24,2.76
bin_m17.vmb56,93.55,0.95
bin_m17.vmb58,77.52,3.45
bin_m17.vmb79,89.46,4.67
bin_m17.vmb99,94.15,0.13
bin_m18.cct126_sub,91.57,6.18
bin_m18.cct36,96.7,1.49
bin_m18.cct47,97.42,0.5
bin_m18.cct71_sub,56.71,26.54
bin_m18.cct80,80.94,2.3
bin_m18.cct89_sub,92.29,0.72
bin_m18.mtb115,80.92,1.14
bin_m18.mtb136,98.88,0.96
bin_m18.mtb158,97.92,1.26
bin_m18.mtb175,89.99,2.98
bin_m18.mtb188,100,0.27
bin_m18.mtb41,83.72,0.94
bin_m18.mtb46_sub,66.19,5.97
bin_m18.vmb13,97.18,0.03
bin_m18.vmb14,94.63,0.17
bin_m18.vmb18,67.3,0.27
bin_m18.vmb26,86.69,0.86
bin_m18.vmb41,83.06,0.23
bin_m18.vmb49,66.93,0.7
bin_m19.cct34_sub,68.8,0.85
bin_m19.mtb113_sub,91.98,3.61
bin_m19.mtb139_sub,80.67,1.69
bin_m19.mtb26,88.87,0.75
bin_m19.mtb30_sub,65.27,0
bin_m19.mtb38,94.35,1.64
bin_m19.mtb67,95.41,3.28
bin_m19.mxb14_sub,89.2,3.79
bin_m19.mxb65,79.12,1.51
bin_m19.vmb107,89.5,1.36
bin_m19.vmb115,95.7,0.03
bin_m19.vmb88,91.94,0.03
bin_m2.cct144,59.42,1.9
bin_m2.cct49,77.87,2.45
bin_m2.cct78_sub,56.36,21.98
bin_m2.mtb108,93.04,0.63
bin_m2.mtb15,52.65,1.51
bin_m2.mtb163,82.37,3.13
bin_m2.mtb182,91.76,1.74
bin_m2.mtb186,81.49,1.29
bin_m2.mtb196_sub,89.49,6.15
bin_m2.mtb5_sub,97.71,1.89
bin_m2.mtb80,74.53,2.35
bin_m2.mxb36_sub,94.38,5.62
bin_m2.mxb54,94.18,0.89
bin_m2.mxb83,93.96,3.58
bin_m2.mxb88,99.48,0.26
bin_m2.mxb90_sub,64.46,9.23
bin_m2.vmb102,95.16,0.75
bin_m2.vmb114,92.78,0.81
bin_m2.vmb73,88.31,1.92
bin_m21.cct124_sub,97.17,1.13
bin_m21.cct75_sub,82.74,2.47
bin_m21.mtb157_sub,94.35,1.24
bin_m21.mtb170,92.02,0
bin_m21.mtb187,95.7,0.54
bin_m21.mtb20,69.42,6.06
bin_m21.mtb45,89.49,0
bin_m21.mtb53,97.42,0.95
bin_m21.mtb57_sub,82.66,0.02
bin_m21.mtb77_sub,65.06,3.55
bin_m21.mtb83,78.35,1.28
bin_m21.mxb124,73.99,11.09
bin_m21.mxb24_sub,97.01,9.02
bin_m21.mxb44,65.22,0
bin_m21.vmb10,93.28,1.13
bin_m21.vmb130_sub,73.19,3
bin_m21.vmb32_sub,53.72,0.5
bin_m21.vmb39,86.18,1.99
bin_m22.cct117_sub,74.51,5.02
bin_m22.cct149,96.76,0.1
bin_m22.cct87_sub,62,0.67
bin_m22.mtb115,70.6,5.23
bin_m22.mtb125,91.01,1.44
bin_m22.mtb136,92.74,0.1
bin_m22.mtb157,93.2,1.89
bin_m22.mtb184,96,0.11
bin_m22.mtb2,91.09,1.24
bin_m22.mtb219,96.55,1.15
bin_m22.mtb46,44.2,0.85
bin_m22.mtb86_sub,89.77,2.2
bin_m22.mtb89_sub,90.2,4.88
bin_m22.mxb32,94.85,0.92
bin_m22.mxb98,96.23,10.88
bin_m22.vmb0,97.17,2.08
bin_m22.vmb147_sub,78.37,3.04
bin_m22.vmb205_sub,89.54,1.96
bin_m22.vmb20_sub,90.56,0.35
bin_m22.vmb62_sub,65.91,1.78
bin_m22.vmb86,85.55,0.43
bin_m24.cct0,96.58,1.34
bin_m24.cct106_sub,92.63,1.48
bin_m24.cct128,95.51,3.93
bin_m24.cct154,92,1.34
bin_m24.cct23_sub,81.57,3.61
bin_m24.cct24,77.56,0.73
bin_m24.cct4,77.06,1.37
bin_m24.cct57_sub,91.43,3.27
bin_m24.cct74,90.2,2.41
bin_m24.cct81_sub,87.75,6.79
bin_m24.mtb10,95.05,8.21
bin_m24.mtb106_sub,74.2,2.24
bin_m24.mtb115,73.48,2.02
bin_m24.mtb14,81.29,2.82
bin_m24.mtb157,98.67,2.64
bin_m24.mtb173,83.96,0.19
bin_m24.mtb176,84.23,0.23
bin_m24.mtb177,82.5,5.22
bin_m24.mtb184,95.97,2.45
bin_m24.mtb201,95.11,5.84
bin_m24.mtb207,95.09,0.38
bin_m24.mtb3,94.92,1.38
bin_m24.mtb67,88.53,4.63
bin_m24.mtb8,96.36,0.06
bin_m24.mtb83,87.97,1.27
bin_m24.mtb84_sub,96.58,6.75
bin_m24.mxb17,93.55,0.43
bin_m24.mxb55,97.99,0.34
bin_m24.vmb102,70.95,0.22
bin_m24.vmb132_sub,81.24,2.45
bin_m24.vmb153,97.17,1.82
bin_m24.vmb166,85.16,0.4
bin_m24.vmb170,91.53,4.78
bin_m24.vmb171,79.02,6.94
bin_m24.vmb21,86.12,1.92
bin_m24.vmb61_sub,91.26,0.03
bin_m24.vmb7,92.74,0.92
bin_m24.vmb87_sub,88.87,1.78
bin_m24.vmb88,94.38,1.51
bin_m25.cct11,92.74,1.61
bin_m25.cct136_sub,61.04,2.57
bin_m25.cct140,97.99,0.34
bin_m25.cct35_sub,87.91,1.13
bin_m25.cct39_sub,98.94,8.91
bin_m25.cct74_sub,90.74,14.95
bin_m25.cct75_sub,49.89,0
bin_m25.cct95,58.77,1.81
bin_m25.mtb107,96.76,1.72
bin_m25.mtb124_sub,68.9,2.59
bin_m25.mtb125,94.35,4.86
bin_m25.mtb130,99.43,1.51
bin_m25.mtb132,94.34,0.47
bin_m25.mtb136,66.32,1.92
bin_m25.mtb147,95.56,5.57
bin_m25.mtb176,94.85,2.26
bin_m25.mtb19,98.67,1.44
bin_m25.mtb2,93.49,3.38
bin_m25.mtb4,96.14,3.67
bin_m25.mtb47,86.82,1.39
bin_m25.mtb52,94.46,5.1
bin_m25.mtb55_sub,94.38,2.59
bin_m25.mtb58_sub,85.26,6.25
bin_m25.mtb74,98.72,0.77
bin_m25.mtb91,98.87,1.32
bin_m25.mtb94,97.99,0.71
bin_m25.mtb97_sub,92.01,0.24
bin_m25.vmb106,86.78,1.92
bin_m25.vmb107,63.68,2.68
bin_m25.vmb111,84.81,0.79
bin_m25.vmb114,93.55,0.88
bin_m25.vmb119,87.88,8.59
bin_m25.vmb122,83.28,0.19
bin_m25.vmb125,95.45,4.97
bin_m25.vmb13,76.73,0.24
bin_m25.vmb131,97.92,0.38
bin_m25.vmb19,88.51,0.77
bin_m25.vmb27,82.96,3.54
bin_m25.vmb37,97.92,0
bin_m25.vmb40,87.84,1.71
bin_m25.vmb42,71.6,0.1
bin_m25.vmb48_sub,95.71,4.44
bin_m25.vmb76,94.72,1.96
bin_m25.vmb77_sub,96.36,0.57
bin_m25.vmb85,90.51,3.66
bin_m25.vmb86_sub,82.15,2.18
bin_m25.vmb87,93.11,0.38
bin_m3.cct12_sub,92.96,14.61
bin_m3.cct136_sub,84.71,2.91
bin_m3.cct166_sub,80.19,2.87
bin_m3.cct28,70.38,1.68
bin_m3.cct77,62.09,1.46
bin_m3.cct87,48.47,0.67
bin_m3.mtb134_sub,95.78,2.37
bin_m3.mtb140,87.69,1.41
bin_m3.mtb191_sub,93.52,9.09
bin_m3.mtb192_sub,83.46,7.85
bin_m3.mxb35_sub,89.81,1.26
bin_m3.vmb108,97.32,0
bin_m3.vmb138,99.42,0.96
bin_m3.vmb52,85.81,3.2
bin_m3.vmb99,70.02,0.13
bin_m4.cct118,40.28,0
bin_m4.cct152,98.41,0
bin_m4.cct52,87.61,1.98
bin_m4.cct96,99.45,2.55
bin_m4.mtb156_sub,95.47,3.69
bin_m4.mtb157,93.56,3.35
bin_m4.mtb169,62.89,0.85
bin_m4.mtb172,92.47,0.1
bin_m4.mtb189,99.18,10.93
bin_m4.mtb210,65.24,0.1
bin_m4.vmb102_sub,80.4,8.94
bin_m4.vmb145,97.2,0.72
bin_m4.vmb154,94.59,2.2
bin_m4.vmb26_sub,92.33,2.99
bin_m4.vmb3,84.27,0
bin_m4.vmb39,94.53,0.57
bin_m4.vmb51,97.85,1.17
bin_m4.vmb68,98.11,0.4
bin_m4.vmb71,90.61,0.77
bin_m4.vmb99,94.62,1.08
bin_m6.cct108,96.64,0.34
bin_m6.cct122,76.42,3.88
bin_m6.cct2_sub,52.67,0.95
bin_m6.cct57,94.01,1.51
bin_m6.cct59,90,1.99
bin_m6.mtb1,63.46,1.11
bin_m6.mtb114,93.08,0.46
bin_m6.mtb118,79.6,2.01
bin_m6.mtb171_sub,97.13,5.03
bin_m6.mtb193,92.93,1.15
bin_m6.mtb194,96.84,3.82
bin_m6.mtb199,89.83,4.75
bin_m6.mtb48,94.89,0.03
bin_m6.mtb69,98.73,4.11
bin_m6.mtb70,95.69,4.14
bin_m6.mtb89,92.17,1.18
bin_m6.mtb96_sub,91.01,4.03
bin_m6.mxb24,85.23,3.55
bin_m6.vmb104,97.32,0.67
bin_m6.vmb11,84.68,2.01
bin_m6.vmb137,93.83,0
bin_m6.vmb143,36.65,0.71
bin_m6.vmb53,94.72,3.35
bin_m6.vmb95_sub,86.2,2.88
bin_m7.cct137_sub,98.94,0
bin_m7.cct53,99.3,0.93
bin_m7.cct54,97.15,2.93
bin_m7.cct59,85.71,3.43
bin_m7.cct6,90.3,0.66
bin_m7.cct69_sub,49.02,0.67
bin_m7.mtb146,81.33,0
bin_m7.mtb33,96.23,0
bin_m7.mtb35,99.63,0
bin_m7.mtb36,96.79,0.75
bin_m7.mtb7,96.63,1.69
bin_m7.mtb73,95.65,1.23
bin_m7.mxb61_sub,85.88,6.88
bin_m7.vmb113_sub,97.2,3.12
bin_m7.vmb18,100,2.25
bin_m7.vmb21,93.95,0.83
bin_m7.vmb22,92.13,0.57
bin_m7.vmb28,97.41,2.59
bin_m7.vmb5,98.39,0.54
bin_m7.vmb62_sub,95.52,1.99
bin_m7.vmb72,84.92,2.58
bin_m8.cct156,93.95,0.05
bin_m8.cct66,94.82,1.94
bin_m8.cct7,82.79,1.01
bin_m8.cct94,97.99,0
bin_m8.mtb115_sub,89.56,4.85
bin_m8.mtb129,91.11,0.18
bin_m8.mtb134,94.8,0.5
bin_m8.mtb135,93.84,0.38
bin_m8.mtb157,94.53,0.5
bin_m8.mtb202,98.11,1.35
bin_m8.mtb207,96.62,3.01
bin_m8.mtb215,86.14,0.92
bin_m8.mtb55,71.21,5.88
bin_m8.mtb71,87.67,5.94
bin_m8.mtb93,89.31,1.51
bin_m8.mtb96_sub,89.09,3.85
bin_m8.mtb97_sub,90.11,0
bin_m8.mxb49_sub,60.25,0
bin_m8.vmb10,92.21,2.2
bin_m8.vmb113,96.26,2.68
bin_m8.vmb119,91.86,3.34
bin_m8.vmb163,56.48,1.71
bin_m8.vmb26,64.96,0
bin_m8.vmb30,87.14,1.61
bin_m8.vmb6,99.04,0.48
bin_m8.vmb65,91.38,1.44
bin_m8.vmb68,91.66,0
bin_m9.cct137_sub,92,0.07
bin_m9.cct6,81.83,0.91
bin_m9.mtb127_sub,51.37,1.57
bin_m9.mtb140,97.91,2.96
bin_m9.mtb16,94.56,0.53
bin_m9.vmb103,56.13,1.75
bin_m9.vmb60,41.33,0.05

